Timestamp,¿Está interesado en las noticias a los siguientes niveles geográficos? Seleccione todos los que se apliquen.,¿Cuáles de estos temas le interesan más? Seleccione hasta cinco.,¿Le interesa alguna de estas historias especiales? Seleccione todos los que se apliquen.,"¿Hay algunas historias específicas que le gustaría ver más frecuentemente en las noticias locales? Por ejemplo, artículos de investigación, perfil de negocios, columnas de opinión, caricaturas, etc.",¿En qué lenguaje prefiere recibir sus noticias? [TV/Video],¿En qué lenguaje prefiere recibir sus noticias? [Radio/Audio/Podcast],¿En qué lenguaje prefiere recibir sus noticias? [Impreso/Texto],¿Cómo recibe sus noticias **más frecuentemente**?,"¿Cuáles fuentes de información específicas usa usted más frecuentemente? Por favor anótelos aquí. Por ejemplo, Hartford Courant, Record Journal, noticiero FOX , CNN, NPR, Facebook, Patch, La Voz, Telemundo, etc.",¿Como **preferiría** recibir sus noticias?,"¿Cuánto confía en las noticias que vienen de… [Organizaciones de noticias nacionales (como CNN, Univisión)]","¿Cuánto confía en las noticias que vienen de… [Organizaciones de noticias locales (como el Record-Journal, Patch, el Hartford Courant, CT Mirror)]","¿Cuánto confía en las noticias que vienen de… [Medios sociales (como Facebook, Twitter, TikTok, YouTube, Instagram)]",¿Cuánto confía en las noticias que vienen de… [Familiares/amistades/verbalmente],¿Qué tanto está de acuerdo con estas declaraciones? [Confío en las fuentes de noticias que recibo acerca de mi comunidad.],¿Qué tanto está de acuerdo con estas declaraciones? [El noticiero local cubre temas que son importantes para mí.],"¿Qué tanto está de acuerdo con estas declaraciones? [Las noticias locales reflejan mis creencias, valores y costumbres.]",¿En qué pueblo vive?,¿Se identifica como hispano/latino/latinx?,¿En qué país nació?,¿Cuál es su rango de edad?,¿Cuál es su identidad de género?,¿Qué idioma habla en su hogar?,¿Alguno de los siguientes lo describen?,"¿Tiene acceso a una computadora portátil, computadora en su casa o dispositivo con conexión a internet, como un teléfono inteligente o iPad?",¿Tiene acceso a internet en su casa?,¿Está registrado/a para votar?,"Si desea recibir un cupón digital de CTown Supermarket, por completar la encuesta, por favor ingrese su dirección de correo electrónico a continuación. Este cupón es válido para $5 de descuento en compras de $50 o más.","Si usted ingresó su correo electrónico arriba, ¿también le gustaría recibir el boletín electrónico de Record-Journal Latino Lab?",¿Le interesa ser contactado para participar en un grupo focal para que podamos comprender mejor sus respuestas a las preguntas de esta encuesta?,¿Hay algo más que le gustaría dejarnos saber?
2022/06/23 5:35:11 PM AST,Local;Estatal,Educación;Salud;Eventos locales;Tecnología,Temas acerca de familias con niños,Perfil de negocios,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,Medios sociales,Fox and CNN,Correo electrónico/boletines informativos,Un poco,Un poco,Mucho,Para nada,Neutral,En desacuerdo,Neutral,Meriden,Sí,Puerto Rico,30-39,Hombre,Ambos: inglés y español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,Sí,REMOVED,Sí,NA,No
2022/06/23 5:44:39 PM AST,Internacional,Negocios locales;Educación;Eventos locales,Temas acerca de las personas de la tercera edad,Articulos de investigacion,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,TV,Telemundo,TV,Mucho,Un poco,Mucho,Mucho,Neutral,De acuerdo,Neutral,Meriden,Sí,Puerto Rico,60-69,Mujer,Ambos: inglés y español,Ninguno de estos,No,Sí,Sí,REMOVED,Sí,NA,No
2022/06/23 6:36:53 PM AST,Internacional,Deportes;Políticas,Temas acerca de familias con niños;Temas acerca de las personas de la tercera edad,Perfil de negocios,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,Medios sociales,"Facebook,  CNN",TV,Para nada,Para nada,Mucho,Mucho,De acuerdo,NA,De acuerdo,Meriden,Sí,Ecuador,18-29,Hombre,Español,Ninguno de estos,Sí,Sí,No,NOT PROVIDED,NA,NA,No
2022/06/24 2:13:18 PM AST,Local;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,"Deportes;Políticas;Música, arte y cultura;Negocios locales;Salud;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro);Finanzas y educación financiera;Bienes raíces y propietario de vivienda;Oportunidades de participación comunitaria;Viajes y hospitalidad",Temas acerca de familias con niños;Temas acerca de los jóvenes;Temas acerca de las personas de la tercera edad;Temas acerca de propietarios de pequeñas empresas;Temas acerca de jóvenes;Temas acerca de participacion comunitaria,Artículos de investigación,Inglés,NA,Español,Periódicos,Facebook,Aplicaciones de noticias,Mucho,Mucho,Un poco,Mucho,De acuerdo,De acuerdo,Neutral,Bristol,Sí,Mexico,50-59,Mujer,Ambos: inglés y español,Soy propietario de una empresa pequeña,Sí,Sí,Sí,NOT PROVIDED,Sí,NA,Gracias por su labor periodística
2022/06/24 5:20:20 PM AST,Local;Internacional,"Salud;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro);Viajes y hospitalidad;Comida",Temas acerca de familias con niños;Temas acerca de participacion comunitaria,Caricaturas,Español,Español,Español,Correo electrónico/boletines informativos,Facebook,Correo electrónico/boletines informativos,Mucho,Mucho,Un poco,Un poco,Neutral,Neutral,Neutral,Meriden,Sí,Puerto Rico,40-49,Mujer,Español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,Sí,NOT PROVIDED,NA,NA,No
2022/06/24 5:37:23 PM AST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,"Deportes;Música, arte y cultura;Negocios locales;Educación;Salud;Eventos locales;Finanzas y educación financiera;Tecnología;Viajes y hospitalidad;Comida",Temas acerca de los jóvenes;Temas acerca de las personas de la tercera edad;Temas acerca de jóvenes,"Mejoria de la comunidad, trabajo para la comunidad, businesses de la comunidad",Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,Medios sociales,CNN y Telemundo,Periódicos,Mucho,Un poco,Para nada,Para nada,De acuerdo,Neutral,De acuerdo,Meriden,Sí,Peru,40-49,Mujer,Ambos: inglés y español,Ninguno de estos,Sí,No,No,NOT PROVIDED,NA,NA,Es bueno que hagamos estos encuestas para la comunidad
2022/06/24 6:11:59 PM AST,Local;Internacional,Salud;Oportunidades de participación comunitaria,Temas acerca de jóvenes;Temas acerca de participacion comunitaria,Caricaturas y Columba’s de opinion,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,Aplicaciones de noticias,CNN e Instagram,Aplicaciones de noticias,Un poco,Un poco,Un poco,Un poco,De acuerdo,Neutral,De acuerdo,Meriden,Sí,Ecuador,30-39,Mujer,Ambos: inglés y español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,No,NOT PROVIDED,NA,NA,No
2022/06/24 6:16:03 PM AST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,"Música, arte y cultura",Ninguno de estos,Cualquier,Español,Español,Español,TV,Telemundo y Facebook,TV,Mucho,Un poco,Mucho,Un poco,De acuerdo,De acuerdo,De acuerdo,Meriden,Sí,Puerto Rico,70 o mayor,Hombre,Español,Ninguno de estos,No,Sí,Sí,NOT PROVIDED,NA,NA,No
2022/06/24 6:23:54 PM AST,Local,Salud;Finanzas y educación financiera,Ninguno de estos,Perfil de negocios,Español,Español,Español,Aplicaciones de noticias,Facebook,Correo electrónico/boletines informativos,Mucho,Mucho,Mucho,NA,De acuerdo,De acuerdo,De acuerdo,Meriden,Sí,Mexico,18-29,Hombre,Ambos: inglés y español,Ninguno de estos,No,No,Prefiero no decir,NOT PROVIDED,NA,NA,No
2022/06/24 6:29:04 PM AST,Internacional,"Deportes;Políticas;Música, arte y cultura;Bienes raíces y propietario de vivienda;Tecnología;Comida",Temas acerca de propietarios de pequeñas empresas,Perfil de negocios,Español,Español,Español,Medios sociales,Facebook,Aplicaciones de noticias,Mucho,Para nada,Un poco,Mucho,De acuerdo,De acuerdo,Neutral,Cheshire,Sí,Mexico,18-29,Hombre,Español,Ninguno de estos,Sí,Sí,No,NOT PROVIDED,NA,NA,No
2022/06/24 6:37:27 PM AST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,Deportes,Temas acerca de familias con niños;Temas acerca de los jóvenes;Temas acerca de las personas de la tercera edad;Temas acerca de propietarios de pequeñas empresas;Temas acerca de jóvenes;Temas acerca de participacion comunitaria,Perfil de negocios,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,TV,Facebook y Record Journal,TV,Mucho,Mucho,Un poco,Un poco,De acuerdo,De acuerdo,De acuerdo,Meriden,Sí,Republica Domenicana,Menor de 18,Hombre,Español,Ninguno de estos,Sí,Sí,No,NOT PROVIDED,NA,NA,No
2022/06/24 6:48:27 PM AST,Local,Comida,Temas acerca de familias con niños,Caricaturas,Español,Español,Español,Radio,Univision,Textos,Mucho,Mucho,Un poco,Mucho,De acuerdo,De acuerdo,De acuerdo,Meriden,Sí,Mexico,30-39,Mujer,Español,Ninguno de estos,Sí,Sí,No,NOT PROVIDED,NA,NA,Nada
2022/06/24 6:54:44 PM AST,Internacional,Deportes;Tecnología,Temas acerca de propietarios de pequeñas empresas,Perfil de negocios,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,Medios sociales,CNN,Medios sociales,Mucho,Un poco,Para nada,Un poco,De acuerdo,De acuerdo,De acuerdo,Meriden,Sí,Republica Domenicana,60-69,Hombre,Ambos: inglés y español,Soy padre/madre de un niño menor de 18 años de edad;Soy propietario de una empresa pequeña,Sí,Sí,Sí,NOT PROVIDED,NA,NA,No
2022/06/25 10:19:02 AM AST,Internacional,"Educación;Salud;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro)",Temas acerca de familias con niños;Temas acerca de propietarios de pequeñas empresas,Ninguno,Español,Español,Español,Medios sociales,"Facebook, Tik tok y IG",Medios sociales,Un poco,Un poco,Un poco,Un poco,De acuerdo,De acuerdo,Neutral,Meriden,Sí,Ecuador,40-49,Mujer,Español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,No,NOT PROVIDED,NA,NA,No
2022/06/25 10:27:10 AM AST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,Salud,Temas acerca de las personas de la tercera edad,Noticias,Español,Español,Español,TV,CNN,TV,Para nada,Para nada,Para nada,Un poco,De acuerdo,De acuerdo,De acuerdo,Meriden,Sí,Republica Domenicana,60-69,Hombre,Español,Ninguno de estos,No,No,No,NOT PROVIDED,NA,NA,No
2022/06/25 10:32:57 AM AST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,Deportes;Políticas,Temas acerca de familias con niños,Articulos de investigation,Español,Español,Español,TV,CNN y Telemundo,TV,Mucho,Para nada,Un poco,Un poco,De acuerdo,De acuerdo,De acuerdo,Wallingford,Sí,Republica Domenicana,50-59,Hombre,Español,Soy padre/madre de un niño menor de 18 años de edad;Soy un estudiante,Sí,Sí,Sí,NOT PROVIDED,NA,NA,No
2022/06/25 10:55:40 AM AST,Local,"Deportes;Música, arte y cultura",Temas acerca de familias con niños,Otto tema,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,TV,Univision and Fox,TV,Mucho,Para nada,Para nada,Para nada,Neutral,De acuerdo,De acuerdo,Meriden,Sí,Nicarugua,60-69,Hombre,Español,Soy padre/madre de un niño menor de 18 años de edad,No,No,NA,NOT PROVIDED,NA,NA,No
2022/06/25 11:34:06 AM AST,Local,"Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro);Oportunidades de participación comunitaria",Temas acerca de familias con niños;Temas acerca de las personas de la tercera edad,"Entretenimiento para ninos, evitar Noticias malas",Español,Español,Español,TV,Telemundo,TV,Un poco,Un poco,Para nada,Mucho,En desacuerdo,Neutral,En desacuerdo,Meriden,Sí,Puerto Rico,70 o mayor,Mujer,Ambos: inglés y español,Ninguno de estos,No,No,Sí,NOT PROVIDED,NA,NA,"Que Meriden tenga mas luz, y las calles estancia terribles"
2022/06/25 11:55:47 AM AST,Internacional,"Políticas;Música, arte y cultura;Educación;Oportunidades de participación comunitaria;Viajes y hospitalidad",Temas acerca de familias con niños;Temas acerca de las personas de la tercera edad,Perfil de negocios,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,TV,CNN y Fox,TV,Mucho,Mucho,Para nada,Mucho,En desacuerdo,En desacuerdo,De acuerdo,Meriden,Sí,Puerto Rico,70 o mayor,Hombre,Ambos: inglés y español,Ninguno de estos,No,Sí,Sí,NOT PROVIDED,NA,NA,Mejor vigilancia en Meriden
2022/06/25 12:01:42 PM AST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,Deportes;Negocios locales;Finanzas y educación financiera,Temas acerca de participacion comunitaria,Caricaturas,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,Medios sociales,Facebook,Medios sociales,Para nada,Para nada,Mucho,Mucho,De acuerdo,De acuerdo,Neutral,Meriden,Sí,Puerto Rico,30-39,Hombre,Español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,Sí,NOT PROVIDED,NA,NA,Nothing
2022/06/26 10:55:11 AM AST,Internacional,Asuntos ambientales y cambio de climático,Temas acerca de las personas de la tercera edad,Caricaturas,Español,Español,Español,Correo electrónico/boletines informativos,Facebook,Medios sociales,Mucho,Mucho,Mucho,Mucho,En desacuerdo,En desacuerdo,En desacuerdo,Meriden,Sí,Puerto Rico,50-59,Hombre,Español,Ninguno de estos,No,No,Sí,NOT PROVIDED,NA,NA,No
2022/06/26 11:20:38 AM AST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,Salud;Comida,Temas acerca de las personas de la tercera edad,Caricaturas,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,Medios sociales,Univision y Telemundo,TV,Un poco,Un poco,Mucho,Un poco,De acuerdo,De acuerdo,De acuerdo,Meriden,Sí,Mexico,50-59,Mujer,Español,Ninguno de estos,Sí,Sí,No,NOT PROVIDED,NA,NA,"Usar mascaras por el Covid, cuidar la salud"
2022/06/26 11:40:52 AM AST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,"Salud;Eventos locales;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro)",Temas acerca de familias con niños;Temas acerca de los jóvenes;Temas acerca de jóvenes;Temas acerca de participacion comunitaria,Articulos de investigacion,Español,Español,Español,"Amistades, círculos sociales o verbalmente",Univision,TV,Un poco,Un poco,Para nada,Para nada,De acuerdo,De acuerdo,De acuerdo,Meriden,Sí,Puerto Rico,70 o mayor,Hombre,Español,Ninguno de estos,No,No,Sí,NOT PROVIDED,NA,NA,Gracias a ustedes por la encuesta
2022/06/26 11:51:39 AM AST,Internacional,Políticas;Noticias,Temas acerca de propietarios de pequeñas empresas,Articulos de investigative,Español,Español,Español,TV,NPR,TV,Mucho,Mucho,Un poco,Para nada,Neutral,De acuerdo,Neutral,Meriden,Sí,Republica Domenicana,40-49,Hombre,Ambos: inglés y español,Soy padre/madre de un niño menor de 18 años de edad;Soy un estudiante;Soy propietario de una empresa pequeña,Sí,Sí,Sí,NOT PROVIDED,NA,NA,No
2022/06/26 12:01:18 PM AST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,Deportes,Temas acerca de familias con niños,Articulos de investigative,Español,Español,Español,Aplicaciones de noticias,Telemundo,TV,Mucho,Mucho,Mucho,Mucho,De acuerdo,De acuerdo,De acuerdo,Meriden,Sí,Puerto Rico,30-39,Hombre,Ambos: inglés y español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,No,NOT PROVIDED,NA,NA,No
2022/06/26 12:13:07 PM AST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,Deportes;Políticas;Economia,Temas acerca de propietarios de pequeñas empresas,Noticias en general,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,Aplicaciones de noticias,Telemundo,Medios sociales,Para nada,Un poco,Mucho,Un poco,Neutral,Neutral,Neutral,Waterbury,Sí,Ecuador,30-39,Hombre,Español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,No,NOT PROVIDED,NA,NA,No
2022/06/26 12:26:30 PM AST,Internacional,Educación;Salud,Temas acerca de propietarios de pequeñas empresas;Temas acerca de jóvenes,No,Español,Español,Español,TV,Facebook,TV,Mucho,Mucho,Un poco,Un poco,Neutral,Neutral,Neutral,Meriden,Sí,Puerto Rico,40-49,Hombre,Ambos: inglés y español,Ninguno de estos,Sí,Sí,Sí,NOT PROVIDED,NA,NA,No
2022/06/26 12:38:08 PM AST,Local,Negocios locales,Temas acerca de participacion comunitaria,Columna de opinion,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,TV,Facebook,TV,Mucho,Para nada,Para nada,Mucho,De acuerdo,De acuerdo,De acuerdo,NA,Sí,Republica Domenicana,50-59,Mujer,Español,Ninguno de estos,Sí,Sí,Prefiero no decir,NOT PROVIDED,NA,NA,No
2022/06/28 10:38:32 AM AST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,"Políticas;Negocios locales;Educación;Salud;Eventos locales;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro);Finanzas y educación financiera;Bienes raíces y propietario de vivienda;Diversidad y justicia social;Tecnología;Viajes y hospitalidad;Comida",Temas acerca de familias con niños;Temas acerca de los jóvenes;Temas acerca de propietarios de pequeñas empresas;Temas acerca de participacion comunitaria,"Artículos de investigación , y perfil de negocios",Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,Medios sociales,Telemundo,Correo electrónico/boletines informativos,Un poco,Mucho,Un poco,Mucho,De acuerdo,De acuerdo,De acuerdo,Wallingford,Sí,Dominican Republic,30-39,Mujer,Ambos: inglés y español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,Sí,REMOVED,Sí,NA,No
2022/06/28 10:39:05 AM AST,Local;Estatal,"Música, arte y cultura;Negocios locales;Educación;Eventos locales;Tecnología;Comida",Temas acerca de familias con niños;Temas acerca de los jóvenes;Temas acerca de jóvenes,NA,Inglés,Inglés,Inglés,Textos,NA,Textos,Mucho,Mucho,Mucho,Mucho,De acuerdo,De acuerdo,De acuerdo,Southington,Sí,NA,30-39,Mujer,Inglés,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,Sí,NOT PROVIDED,Sí,NA,NA
2022/06/28 1:39:36 PM AST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,"Música, arte y cultura;Educación;Salud;Oportunidades de participación comunitaria;Comida",Temas acerca de los jóvenes;Temas acerca de las personas de la tercera edad;Temas acerca de jóvenes;Temas acerca de participacion comunitaria,Todos los articulos me interesan,Español,Español,NA,Aplicaciones de noticias,Facebook,Internet,Mucho,Mucho,Mucho,Mucho,De acuerdo,De acuerdo,De acuerdo,Wallingford,Sí,Ecuador 🇪🇨,40-49,Mujer,Español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,No,REMOVED,Sí,NA,No
2022/06/28 2:07:58 PM AST,Local;Regional/Nueva Inglaterra/NYC Metro;Internacional,"Salud;Eventos locales;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro);Viajes y hospitalidad;Comida",Temas acerca de las personas de la tercera edad;Temas acerca de participacion comunitaria,NA,Español,Español,Español,Medios sociales,"Telemundo, Univisión",Medios sociales,Mucho,Mucho,Un poco,Mucho,De acuerdo,De acuerdo,De acuerdo,Meriden,Sí,Puerto Rico,50-59,Mujer,Español,Ninguno de estos,Sí,Sí,Sí,REMOVED,Sí,NA,No
2022/06/29 5:56:08 PM AST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,Negocios locales;Educación;Salud,Temas acerca de familias con niños;Temas acerca de participacion comunitaria,Articulos de investigative,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,TV,Telemundo,TV,Mucho,Para nada,Un poco,Mucho,De acuerdo,De acuerdo,De acuerdo,Meriden,Sí,Colombia,30-39,Mujer,Español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,No,NOT PROVIDED,NA,NA,No
2022/06/29 6:01:44 PM AST,Internacional,"Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro)",Temas acerca de familias con niños,Otro tema,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,Medios sociales,CNN,Aplicaciones de noticias,Mucho,Un poco,Mucho,Un poco,Neutral,De acuerdo,De acuerdo,New Haven,Sí,Colombia,40-49,Hombre,Español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,Sí,NOT PROVIDED,NA,NA,No
2022/06/29 6:20:29 PM AST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,"Políticas;Educación;Salud;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro);Diversidad y justicia social;Asuntos ambientales y cambio de climático",Temas acerca de las personas de la tercera edad,Educacion y temas relacionados con ninos y jovenes,Español,Español,Español,Textos,Telemundo y Univision,Textos,Un poco,Para nada,Un poco,Un poco,Neutral,Neutral,Neutral,Meriden,Sí,Puerto Rico,60-69,Hombre,Español,Ninguno de estos,No,Sí,Sí,NOT PROVIDED,NA,NA,No
2022/06/29 6:39:27 PM AST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,Deportes,Temas acerca de participacion comunitaria,Caricaturas,Español,Español,Español,Correo electrónico/boletines informativos,Facebook,Aplicaciones de noticias,Un poco,Para nada,Mucho,Para nada,De acuerdo,En desacuerdo,En desacuerdo,Meriden,Sí,Guatemala,18-29,Hombre,Español,Ninguno de estos,No,Sí,No estoy seguro/a,NOT PROVIDED,NA,NA,No
2022/06/29 7:06:36 PM AST,Local,"Música, arte y cultura;Negocios locales;Comida",Temas acerca de familias con niños;Temas acerca de propietarios de pequeñas empresas,Columnar de negocios,Español,Español,Español,Medios sociales,Facebook,Medios sociales,Para nada,Mucho,Un poco,Para nada,De acuerdo,En desacuerdo,En desacuerdo,Meriden,Sí,Mexico,30-39,Hombre,Ambos: inglés y español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,No,NOT PROVIDED,NA,NA,No
2022/06/30 10:30:44 AM AST,Internacional,Políticas;Negocios locales;Bienes raíces y propietario de vivienda,Temas acerca de los jóvenes;Temas acerca de jóvenes,Caricaturas,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,TV,CNN and Telemundo,Medios sociales,Un poco,Para nada,Un poco,Un poco,Neutral,En desacuerdo,En desacuerdo,Meriden,Sí,Ecuador,Menor de 18,Hombre,Ambos: inglés y español,Soy un estudiante,Sí,Sí,No,NOT PROVIDED,NA,NA,No
2022/06/30 10:43:07 AM AST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,Políticas,Temas acerca de familias con niños;Temas acerca de los jóvenes;Temas acerca de las personas de la tercera edad;Temas acerca de propietarios de pequeñas empresas;Temas acerca de participacion comunitaria,None,Español,Español,Español,TV,Telemundo,Medios sociales,Mucho,Mucho,Mucho,Mucho,De acuerdo,De acuerdo,De acuerdo,Meriden,Sí,Puerto Rico,18-29,Hombre,Ambos: inglés y español,Ninguno de estos,Sí,Sí,No,NOT PROVIDED,NA,NA,No
2022/06/30 11:02:22 AM AST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,Salud,Temas acerca de las personas de la tercera edad,No,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,TV,Telemundo,TV,Para nada,Mucho,Para nada,Para nada,Neutral,De acuerdo,De acuerdo,Meriden,Sí,USA,50-59,Mujer,Español,Ninguno de estos,Sí,Sí,No,NOT PROVIDED,NA,NA,No
2022/06/30 11:18:43 AM AST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,Educación;Salud;Tecnología,Temas acerca de familias con niños;Temas acerca de los jóvenes;Temas acerca de las personas de la tercera edad;Temas acerca de propietarios de pequeñas empresas;Temas acerca de jóvenes;Temas acerca de participacion comunitaria,Caricaturas,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,TV,Noticiero fox,TV,Mucho,Un poco,Mucho,Para nada,De acuerdo,De acuerdo,De acuerdo,Meriden,Sí,Puerto Rico,60-69,Hombre,Ambos: inglés y español,Ninguno de estos,No,Sí,No,NOT PROVIDED,NA,NA,No
2022/06/30 11:30:21 AM AST,Local,"Salud;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro);Oportunidades de participación comunitaria",Temas acerca de las personas de la tercera edad,Cualquier,Español,Español,Español,TV,Telemundo,TV,Un poco,Para nada,Mucho,Un poco,De acuerdo,De acuerdo,De acuerdo,Meriden,Sí,Puerto Rico,Prefiero no decir,Hombre,Español,Ninguno de estos,Sí,No,Sí,NOT PROVIDED,NA,NA,No
2022/06/30 11:47:36 AM AST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,Salud,Temas acerca de las personas de la tercera edad,Negocios,Español,Español,Español,TV,Facebook,TV,Un poco,Un poco,Un poco,Un poco,De acuerdo,De acuerdo,NA,Middletown,Sí,Ecuador,50-59,Hombre,Español,Ninguno de estos,Sí,No,No,NOT PROVIDED,NA,NA,No
2022/07/01 10:43:20 AM AST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,"Deportes;Políticas;Música, arte y cultura;Negocios locales;Educación;Salud;Eventos locales;Tecnología;Viajes y hospitalidad;Comida",Temas acerca de familias con niños;Temas acerca de los jóvenes;Temas acerca de las personas de la tercera edad;Temas acerca de propietarios de pequeñas empresas;Temas acerca de jóvenes;Temas acerca de participacion comunitaria,Caricaturas y negocios locales,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,Medios sociales,"Record Journal, Fox",Medios sociales,Un poco,Mucho,Para nada,Un poco,De acuerdo,Neutral,Neutral,Meriden,Sí,Puerto Rico,30-39,Mujer,Ambos: inglés y español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,Sí,NOT PROVIDED,NA,NA,Nothing
2022/07/01 11:04:33 AM AST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,Deportes;Educación;Salud;Tecnología,Temas acerca de las personas de la tercera edad,Caricaturas,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,TV,Telemundo y el telefono,TV,Mucho,Mucho,Mucho,Mucho,De acuerdo,De acuerdo,De acuerdo,Meriden,Sí,Puerto Rico,40-49,Hombre,Ambos: inglés y español,Ninguno de estos,Sí,Sí,Sí,NOT PROVIDED,NA,NA,No
2022/07/01 11:12:04 AM AST,Local;Internacional,Asuntos ambientales y cambio de climático;Economia,Temas acerca de familias con niños,Investigacion,Español,Español,Español,Aplicaciones de noticias,CNN espanol,Aplicaciones de noticias,Un poco,Para nada,Mucho,Un poco,En desacuerdo,Neutral,Neutral,Meriden,Sí,Republica Domenicana,60-69,Hombre,Ambos: inglés y español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,Sí,NOT PROVIDED,NA,NA,No
